Description,Price,Rating,ReviewCount,Url
"MSI Modern 14 Beige Mousse 14"" Ultra Thin and Light Professional Laptop Intel Core i5-1155G7 Iris Xe 8GB 512GB NVMe SSD Win10 (B11MO-857)",$799.00,nan,nan,https://www.amazon.com//MSI-Modern-Professional-i5-1155G7-B11MO-857/dp/B09FS4PMPT/ref=sr_1_2820?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2820
"Lenovo Ideapad 3 15 15.6"" Laptop Computer, AMD Ryzen 3 3250U up to 3.5GHz, 8GB DDR4 RAM, 128GB PCIe SSD, 802.11ac WiFi, Bluetooth 5.0, Webcam, Black, Windows 10 S, iPuzzle 500GB External Hard Drive",nan,4.0 out of 5 stars,77,https://www.amazon.com//Lenovo-15-Computer-Touchscreen-Quad-Core/dp/B08JCKW2DC/ref=sr_1_2821?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2821
"Asus X205TA-UH01-BK Notebook, Intel Z3735F Quad-Core, 1.33 GHz, 32 GB, Intel HD Graphics, Windows 8, Dark Blue, 11.6""",nan,3.8 out of 5 stars,182,https://www.amazon.com//Asus-X205TA-UH01-BK-Notebook-Quad-Core-Graphics/dp/B00PD6UFDS/ref=sr_1_2822?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2822
"HP 15.6” Full HD Laptop (Latest Model), Intel Core i3-1115G4 (Beats i5-8265U), 8GB DDR4 RAM, 256GB PCIe SSD, Fingerprint Reader, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 10 in S Mode, Silver + Nly MP",$559.89,nan,nan,https://www.amazon.com//HP-Laptop-i3-1115G4-Fingerprint-Bluetooth/dp/B09CG1JQKS/ref=sr_1_2823?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2823
2021 Dell Inspiron 5000 Series 2-in-1 Laptop 14 inch FHD IPS Touchscreen 11th Gen Intel i7-1165G7 w/ Iris Xe Graphics 8GB DDR4 512GB NVMe SSD Win 10 Home Backlit Keyboard w/ Ontrend 32GB USB Drive,nan,5.0 out of 5 stars,2,https://www.amazon.com//Dell-Inspiron-Touchscreen-i7-1165G7-Graphics/dp/B08XMFWTKM/ref=sr_1_2824?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2824
"2018 Newest HP EliteBook Revolve 810 G3 Laptop PC 11.6"" HD LED-Backlit Touchscreen Intel i5-5200U Processor 8GB RAM 128GB SSD Spill-Resistant Backbit-Keyboard 802.11ac Webcam Windows 10 Pro-Silver",nan,5.0 out of 5 stars,3,https://www.amazon.com//810-LED-Backlit-Touchscreen-Spill-Resistant-Backbit-Keyboard/dp/B07CN927BK/ref=sr_1_2825?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2825
HP Mini 210-2090NR 10.1-Inch Netbook (Red),nan,3.2 out of 5 stars,6,https://www.amazon.com//HP-Mini-210-2090NR-10-1-Inch-Netbook/dp/B00400OSWC/ref=sr_1_2826?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2826
"Newest HP 11.6"" Chromebook-Intel Celeron Dual-Core Up to 2.16 GHz Processor, 4GB RAM, 16GB SSD, Intel HD Graphics, HDMI, Chrome OS-Dark Gray(Renewed)",$149.99,4.4 out of 5 stars,12,https://www.amazon.com//HP-11-6-Chromebook-Intel-Dual-Core-Processor/dp/B07R6KN7DH/ref=sr_1_2827?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2827
"2020 ASUS S15 S532 Thin & Light 15.6"" FHD Laptop Intel QuadCore i7 8GB RAM 512GB SSD ScreenPad 2.0 Win 10",nan,4.3 out of 5 stars,25,https://www.amazon.com//ASUS-Light-Laptop-QuadCore-ScreenPad/dp/B0867SDKXQ/ref=sr_1_2828?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2828
"Latest Lenovo ThinkPad X1 Carbon Gen 9 14"" FHD+ Ultrabook, 11th gen i7-1185G7, 32 GB DDR4,512 GB SSD, Mobile Broadband 4G LTE, Fingerprint Reader, Win 10 Pro (20XW00A9US), Black",nan,nan,nan,https://www.amazon.com//Lenovo-Ultrabook-i7-1185G7-Fingerprint-20XW00A9US/dp/B09HP4GXB6/ref=sr_1_2829?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2829
"HP Envy 13” Thin Laptop W/ Fingerprint Reader, FHD Touchscreen, Intel Core i7-8565U, 8GB SDRAM, 256GB SSD, Windows 10 Home (13-aq0005nr, Natural Silver)",nan,4.3 out of 5 stars,24,https://www.amazon.com//HP-Fingerprint-Touchscreen-i7-8565U-13-aq0005nr/dp/B07PMMTB3D/ref=sr_1_2830?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2830
"Dell Latitude 7490 14"" Laptop, Intel Core i7 8650U 1.9Ghz, 32GB DDR4, 1TB M.2 NVMe PCIe SSD, FHD 1080p, Thunderbolt 3, HDMI, Webcam, Windows 10 Home (Renewed)",$849.99,nan,nan,https://www.amazon.com//Dell-Latitude-7490-Thunderbolt-Windows/dp/B095TSB941/ref=sr_1_2831?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2831
"2021 HP 14 inch Laptop, AMD 3020e Processor, 4 GB RAM, 64 GB eMMC Storage, WiFi 5, Webcam, HDMI, Windows 10 S with Office 365 for 1 Year + Fairywren Card (Blue)",$339.99,4.5 out of 5 stars,20,https://www.amazon.com//HP-14-Laptop-Processor-Fairywren/dp/B08Y2MMT99/ref=sr_1_2832?dchild=1&keywords=laptop&qid=1634974012&s=pc&sr=1-2832
"Dell Latitude 5580 15.6"" Touchscreen Laptop, Intel i5 6300U 2.4Ghz, 32GB DDR4, 512GB NVMe SSD, 1080p FHD, HDMI, USB-C, Webcam, Windows 10 Pro (Renewed)",$629.99,nan,nan,https://www.amazon.com//Dell-Latitude-5580-Touchscreen-Windows/dp/B09J5HQ8HW/ref=sr_1_2833?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2833
"Dell Latitude 5580 15.6"" Touchscreen Laptop, Intel i5 6300U 2.4Ghz, 32GB DDR4, 256GB NVMe SSD, 1080p FHD, HDMI, USB-C, Webcam, Windows 10 Home (Renewed)",$579.99,nan,nan,https://www.amazon.com//Dell-Latitude-5580-Touchscreen-Windows/dp/B09J5H8NLR/ref=sr_1_2834?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2834
"ASUS Zenbook UX305FA-ASM1 Laptop (Windows 8.1, Intel 5th Gen Core M-5Y10 0.8GHz, 13"" LED-lit Screen, Storage: 256 GB, RAM: 8 GB) Grey",nan,3.9 out of 5 stars,857,https://www.amazon.com//ASUS-Zenbook-UX305FA-ASM1-Windows-LED-lit/dp/B00SGS7ZH4/ref=sr_1_2835?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2835
"Lenovo Legion Ultimate Gaming Laptop, 17.3"" FHD IPS 144Hz Display, GeForce RTX 2080 Max-Q, 6-Core Intel i7-9750H, 32GB DDR4 RAM, 1TB PCIe SSD, 2TB HDD, RGB Backlit Keyboard, Killer Wi-Fi, Windows 10","$1,999.00",nan,nan,https://www.amazon.com//Lenovo-Legion-Ultimate-i7-9750H-Keyboard/dp/B098GR42B8/ref=sr_1_2836?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2836
"Dell Latitude 7490 14"" Laptop, Intel Core i7 8650U 1.9Ghz, 8GB DDR4, 1TB M.2 SSD, FHD 1080p, Thunderbolt 3, HDMI, Webcam, Windows 10 Pro (Renewed)",$734.99,nan,nan,https://www.amazon.com//Dell-Latitude-7490-Thunderbolt-Windows/dp/B095TWL8J6/ref=sr_1_2837?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2837
"Fujitsu LifeBook S751 (XBUY-S751-W7-004) 14"" Windows 7 Professional 64-bit Notebook",nan,nan,nan,https://www.amazon.com//Fujitsu-LifeBook-XBUY-S751-W7-004-Professional-Notebook/dp/B007PTPA72/ref=sr_1_2838?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2838
"Lenovo Legion Y720 Gaming VR Ready Laptop (15.6 Inch FHD, Intel Core i7-7700HQ, 8GB RAM, 1TB HDD, NVIDIA GTX 1060 6GB, Windows 10)",nan,nan,nan,https://www.amazon.com//Lenovo-Legion-Gaming-i7-7700HQ-Windows/dp/B07N8SB9VR/ref=sr_1_2839?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2839
"Acer NX.HKFAA.002 Chromebook Intel Celeron N4000 (1.10GHz) 4GB RAM Memory. 64GB eMMC Storage 11.6"" HD Screen Chrome OS",$211.71,5.0 out of 5 stars,1,https://www.amazon.com//Acer-NX-HKFAA-002-Chromebook-Celeron-1-10GHz/dp/B08G9NLD58/ref=sr_1_2840?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2840
"Dell Latitude 2110 Atom N470 1.83GHz 1GB 160GB 10.1"" LED-Backlit Netbook Windows 7 Professional w/Webcam (Red)",nan,nan,nan,https://www.amazon.com//Dell-Latitude-1-83GHz-LED-Backlit-Professional/dp/B004H3BJ74/ref=sr_1_2841?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2841
"Dell XPS 13 7390 Premium Laptop I 13.3"" FHD IPS Touchscreen I 10th Gen Intel 4-Core i5-10210U(>i7-8550U) I 8GB DDR4 512GB SSD I Backlit KB Fingerprint Win10","$1,139.00",nan,nan,https://www.amazon.com//Dell-XPS-7390-Touchscreen-Fingerprint/dp/B08T9JZPDF/ref=sr_1_2842?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2842
"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6” 240Hz FHD IPS, NVIDIA GeForce GTX 1660 Ti, Intel Core i7-9750H, 16GB DDR4 RAM, 512B PCIe SSD, Per-key RGB, Windows 10 Pro, GU502GU-XH74-BL, Blue","$1,499.00",4.2 out of 5 stars,34,https://www.amazon.com//Zephyrus-Portable-GeForce-i7-9750H-GU502GU-XH74-BL/dp/B07YZ24WJB/ref=sr_1_2843?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2843
Dell Inspiron 5593 Laptop Intel(R) Core (TM) i5-1035G1 256GB M.2 PCIe NVMe Solid State Drive 8GB DDR4 Windows 10 Home,$739.00,5.0 out of 5 stars,1,https://www.amazon.com//Dell-Inspiron-5593-i5-1035G1-Windows/dp/B08HTZT6TD/ref=sr_1_2844?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2844
"Latitude E6530 15"" LED Notebook - Intel Core i5 i5-3210M 2.50 GHz",nan,nan,nan,https://www.amazon.com//Latitude-E6530-15-LED-Notebook/dp/B008VOAM1E/ref=sr_1_2845?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2845
"2021 HP Business Laptop 14"" HD AMD Athlon Silver 3050U Radeon Graphics 16GB DDR4 512GB SSD Webcam WiFi Bluetooth RJ-45 LAN USB C HDMI Windows 10 Pro w/ RE Accessories",nan,nan,nan,https://www.amazon.com//HP-Business-Graphics-Bluetooth-Accessories/dp/B0964FYPXJ/ref=sr_1_2846?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2846
"Dell Inspiron 15 3000 Laptop (2021 Latest Model), 15.6"" HD Display, Intel N5030 Dual-Core Processor, 8GB RAM, 128GB SSD + 1TB HDD Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10",nan,nan,nan,https://www.amazon.com//Dell-Inspiron-3000-Dual-Core-Processor/dp/B091V6695R/ref=sr_1_2847?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2847
"Dell Latitude 5521 Laptop - 15.6"" HD (1366x768) AG Display - 2.9 GHz Intel Core i5 6-Core - 16GB - 256GB SSD - Windows 10 pro",nan,nan,nan,https://www.amazon.com//Dell-Latitude-5521-Laptop-1366x768/dp/B09H3RRWN7/ref=sr_1_2848?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2848
"HP OMEN 17 17.3"" Gaming Laptop 144Hz i7-10750H 12GB RAM 512GB SSD RTX 2070 8GB - 10th Gen i7-10750H Hexa-core - NVIDIA GeForce RTX 2070 8GB - 144 Hz Refresh Rate - Up to 4 hr 15 min Battery Life",nan,4.9 out of 5 stars,12,https://www.amazon.com//HP-Gaming-Laptop-144Hz-i7-10750H/dp/B08HSPJRWN/ref=sr_1_2849?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2849
"2021 HP 15.6"" FHD IPS Screen Laptop PC Intel 11th Gen 4-Core i5-1135G7 16GB DDR4 RAM 1TB NVMe SSD Intel Iris Xe Graphics Webcam HDMI WiFi RJ45 USB C Windows 10 Home Silver w/RE 32GB USB 3.0 Drive",nan,nan,nan,https://www.amazon.com//HP-Screen-i5-1135G7-Graphics-Windows/dp/B09F3697Q2/ref=sr_1_2850?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2850
"Lenovo ThinkPad E14 Business Laptop, 14"" FHD (1920 x 1080), 10th Gen Intel Core i5-10210U, 16GB RAM, 512GB SSD, Webcam, Windows 10 Pro, XPI Bundle",nan,nan,nan,https://www.amazon.com//Lenovo-ThinkPad-E14-i5-10210U-Windows/dp/B08P6C8JR8/ref=sr_1_2851?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2851
Azpen X1450 XCITE 14 Inch Laptop with Win 10 Pro IPS 1920 X 1080 FHD Display 4GB RAM & 64GB Storage Beautiful Metal A/C/D Expandable SSD Slot,nan,2.0 out of 5 stars,1,https://www.amazon.com//Azpen-Display-Storage-Beautiful-Expandable/dp/B08NFDPF5C/ref=sr_1_2852?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2852
"New Dell XPS 17 9700 17 inch UHD Plus Laptop (Silver) Intel i7-10750H 10th Gen, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 1650 Ti 4GB GDDR6, Windows 10 Home",nan,nan,nan,https://www.amazon.com//Dell-Laptop-i7-10750H-GeForce-Windows/dp/B08QHD6BF5/ref=sr_1_2853?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2853
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i9-9900K, 32GB RAM, 2 X 256GB SSD (R0) + 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 Home",nan,3.5 out of 5 stars,5,https://www.amazon.com//Dell-Alienware-Area-51M-i9-9900K/dp/B07QVH85YJ/ref=sr_1_2854?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2854
"Dell Latitude E6410 Notebook - Core i5 i5-520M 2.40 GHz - 14.1"" - Silver 2 GB DDR3 SDRAM - 160 GB HDD - DVD-Writer - Gigabit Ethernet, Wi-Fi, Bluetooth - Windows 7 Professional",nan,3.8 out of 5 stars,114,https://www.amazon.com//Dell-Latitude-E6410-Notebook-Professional/dp/B003O7R6JY/ref=sr_1_2855?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2855
"Lenovo Thinkpad T420 14-Inch Laptop (Intel Core i5 2.5ghz,4GB,250GB DVDRW Win 7 Professional)",nan,4.2 out of 5 stars,30,https://www.amazon.com//Lenovo-Thinkpad-14-Inch-Laptop-Professional/dp/B00XHXKFY8/ref=sr_1_2856?dchild=1&keywords=laptop&qid=1634974014&s=pc&sr=1-2856
"Lenovo Y50 15.6-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.4 GHz, 8GB DDR3 RAM, 1TB Hard Drive, Windows 8.1) - 59426255","$1,109.00",3.2 out of 5 stars,166,https://www.amazon.com//Lenovo-15-6-Inch-Touchscreen-Gaming-Windows/dp/B00K6ZIFFG/ref=sr_1_2857?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2857
"Dell Latitude 7410 14"" Notebook - Full HD - 1920 x 1080 - Core i5 i5-10310U 10th Gen 1.7GHz Hexa-core (6 Core) - 8GB RAM - 256GB SSD","$1,399.99",nan,nan,https://www.amazon.com//Dell-Latitude-7410-Notebook-i5-10310U/dp/B08B9XFW72/ref=sr_1_2858?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2858
"ASUS Chromebook C423 14"" Laptop Computer for Business Student, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4, 64GB eMMC, up to 10 HR+ Battery, Chrome OS, Remote Work, iPuzzle Type-C HUB",$259.00,nan,nan,https://www.amazon.com//ASUS-Chromebook-C423-Computer-Business/dp/B08X71YV77/ref=sr_1_2859?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2859
"Lenovo ThinkPad R61 8933 15.4"" Laptop (Vista Business, Core 2 Duo 1.80GHz, 2GB RAM, 80GB HDD)",nan,3.8 out of 5 stars,4,https://www.amazon.com//Lenovo-ThinkPad-Laptop-Business-1-80GHz/dp/B01GGMREKO/ref=sr_1_2860?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2860
"Dell Latitude E6420 Core i5-2520M 2.5GHz 4GB 250GB DVD±RW NVIDIA Optimus 14"" LED Laptop Windows 7 Professional w/6-Cell Battery",nan,4.3 out of 5 stars,11,https://www.amazon.com//Dell-Latitude-i5-2520M-Optimus-Professional/dp/B0064TST0O/ref=sr_1_2861?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2861
Asus Vivobook F512DA-XH51 15.6 inch AMD Quad Core R5-3500U 2.1GHz/ 8GB DDR4/ 256GB PCIe SSD/ AMD Radeon Vega 8/ USB3.1/ Windows 10 PRO Laptop (Slate Grey),$674.52,nan,nan,https://www.amazon.com//Vivobook-F512DA-XH51-R5-3500U-2-1GHz-Windows/dp/B09126TN55/ref=sr_1_2862?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2862
"iView Maximus 4G LTE 4G/64G Ultra-Slim 11.6"" 360° Convertible Laptop with Fingerprint Recognition, Touch Screen, AT&T, T-Mobile 4G LTE Compatible, add SIM Card and use Anywhere.",$257.39,3.4 out of 5 stars,7,https://www.amazon.com//Maximus-LTE-Ultra-Slim-Convertible-Upgradable/dp/B08HNB1ZG8/ref=sr_1_2863?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2863
"2021 Newest ASUS 14"" Thin Light Business Student Laptop Computer, Intel Celeron N4020 (up to 2.8GHz), 4GB DDR4 RAM, 128GB eMMC, 12Hours Battery Life, Zoom Meeting, Windows 10, Blue w/GM Accessories",nan,4.5 out of 5 stars,249,https://www.amazon.com//ASUS-Business-Student-Computer-Accessories/dp/B08S7814ZB/ref=sr_1_2864?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2864
"Alienware ALW14-5002sLV 14-inch Laptop (2.4 GHz Intel Core i7 4700MQ Processor, 16.0 GB DDR3L, 1024.0 GB HDD, 80 GB SSD, Windows 7 Home Premium) [Discontinued By Manufacturer]",nan,3.6 out of 5 stars,50,https://www.amazon.com//Alienware-ALW14-5002sLV-Processor-Discontinued-Manufacturer/dp/B00IMUAYT2/ref=sr_1_2865?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2865
"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-1185G7, NVIDIA GeForce GTX 1660 Ti, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6, Win10, White (A11SDK-063)",nan,3.9 out of 5 stars,8,https://www.amazon.com//MSI-Stealth-15M-A11SDK-063-i7-1185G7/dp/B08K9DC2G1/ref=sr_1_2866?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2866
"MSI GE66 Raider 15.6"" Gaming Laptop Intel Core i7 16GB RAM 1TB SSD RTX 2070 8GB - 10th Gen i7-10750H Hexa-core - NVIDIA GeForce RTX 2070 8GB - in-Plane Switching (IPS) Technology - Steel Series R",nan,5.0 out of 5 stars,1,https://www.amazon.com//MSI-GE66-Raider-Gaming-Laptop/dp/B08P6QNNX7/ref=sr_1_2867?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2867
"2021 Dell Inspiron 14"" FHD Home and Business Laptop Intel 4-Core i7-10510U 8GB RAM DDR4 512GB M.2 NVMe SSD Intel UHD Graphics HDMI WiFi AX Backlit Fingerprint Thunderbolt 3 Webcam Windows 11 Home",$849.99,nan,nan,https://www.amazon.com//dp/B09K43L2L9/ref=sr_1_2868?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2868
"2021 Acer Nitro 5 Gaming Laptop 15.6"" FHD IPS Display Intel Quad-Core i5-9300H 32GB DDR4 1TB NVMe SSD+1TB HDD NVIDIA GeForce GTX 1650 WiFi AX USB-C RJ45 Backlit Keyboard Windows 10 w/RE USB Drive","$1,099.99",nan,nan,https://www.amazon.com//Acer-Display-Quad-Core-i5-9300H-Keyboard/dp/B09JWJFBMS/ref=sr_1_2869?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2869
2021 Dell Inspiron I3501 15.6” HD Laptop PC Quad-Core Intel 11th Gen i5-1135G7 32GB DDR4 RAM 1TB M.2 NVMe SSD Intel Iris Xe Graphics HDMI Webcam Bluetooth Wi-Fi RJ-45 Windows 10 Pro,$969.99,nan,nan,https://www.amazon.com//Dell-I3501-Quad-Core-i5-1135G7-Bluetooth/dp/B09JSLD3J7/ref=sr_1_2870?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2870
"Lenovo Legion Y720 Gaming VR Ready Laptop (15.6 Inch FHD, Intel Core i7-7700HQ, 8GB RAM, 1TB HDD, NVIDIA GTX 1060 6GB, Windows 10)",nan,nan,nan,https://www.amazon.com//Lenovo-Legion-Gaming-i7-7700HQ-Windows/dp/B07N8SB9VR/ref=sr_1_2871?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2871
"Acer Chromebook 15.6"" HD Laptop for Business and Student, Intel Celeron N4000, 4GB Memory, 32GB eMMC, Webcam, USB-C, WiFi , Bluetooth, Chrome OS+AllyFlex MOUSPAD",$279.00,4.3 out of 5 stars,11,https://www.amazon.com//Acer-Chromebook-Business-Bluetooth-AllyFlex/dp/B08KRVXLQT/ref=sr_1_2872?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2872
"HP EliteBook 840 G6 14"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology - English Keyboard",nan,4.4 out of 5 stars,13,https://www.amazon.com//HP-EliteBook-840-Notebook-Plane/dp/B07S5M3Y1N/ref=sr_1_2873?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2873
"Lenovo ThinkPad T14 Gen 2 20W00091US 14"" Rugged Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 512 GB SSD - Black - Intel SoC - Wi","$1,869.99",nan,nan,https://www.amazon.com//Lenovo-ThinkPad-20W00091US-Rugged-Notebook/dp/B099K7GBQV/ref=sr_1_2874?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2874
"HP OMEN 17 17.3"" Gaming Laptop 144Hz i7-10750H 12GB RAM 512GB SSD RTX 2070 8GB - 10th Gen i7-10750H Hexa-core - NVIDIA GeForce RTX 2070 8GB - 144 Hz Refresh Rate - Up to 4 hr 15 min Battery Life",nan,4.9 out of 5 stars,12,https://www.amazon.com//HP-Gaming-Laptop-144Hz-i7-10750H/dp/B08HSPJRWN/ref=sr_1_2875?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2875
"2020 HP 15.6"" Touchscreen Laptop Computer, Quad-Core AMD Ryzen 7 3700U up to 4.0GHz, 16GB DDR4 RAM, 1TB PCIe SSD, 802.11ac WiFi, Bluetooth 4.2, USB 3.1 Type-C, HDMI, Silver, Windows 10 Home",$889.00,3.3 out of 5 stars,6,https://www.amazon.com//HP-Touchscreen-Computer-Quad-Core-Bluetooth/dp/B082HYQQ45/ref=sr_1_2876?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2876
"Samsung Newest Chromebook 3 Flagship High Performance 11.6"" HD Laptop PC | Intel Core Celeron N3060 | 4GB RAM | 32GB eMMC | Bluetooth | WIFI | Chrome OS",nan,4.2 out of 5 stars,80,https://www.amazon.com//Samsung-Chromebook-Flagship-Performance-Bluetooth/dp/B0744FM1VD/ref=sr_1_2877?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2877
"HP ProBook x360 11 G5 EE 11.6"" Touchscreen 2 in 1 Notebook - HD - 1366 x 768 - Intel Celeron N4120 Quad-core (4 Core) 1.10 GHz - 4 GB RAM - 64 GB Flash Memory - Windows 10 Pro - Intel UHD Graphic",$528.89,nan,nan,https://www.amazon.com//HP-ProBook-x360-Touchscreen-Notebook/dp/B0851JZ4D2/ref=sr_1_2878?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2878
"Dell PRM7710-4584 Precision 7710 Mobile Laptop, 17.3in FHD, Intel Xeon E3-1505M v5, 32GB DDR4, 512GB Solid State Drive, Windows 10 Pro (Renewed)",nan,nan,nan,https://www.amazon.com//Dell-PRM7710-4584-Precision-E3-1505M-Windows/dp/B07KVPNPCV/ref=sr_1_2879?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2879
"Newest Dell 15.6"" FHD IPS High Performance Gaming Laptop | Intel Quad-Core i5-8300H | 16GB RAM | 512GB SSD Boot + 2TB HDD | GeForce GTX 1050 Ti 4GB | Backlit Keyboard | MaxxAudio Pro | Windows 10",$979.00,3.7 out of 5 stars,19,https://www.amazon.com//Dell-Performance-Quad-Core-i5-8300H-MaxxAudio/dp/B07PT6BPDR/ref=sr_1_2880?dchild=1&keywords=laptop&qid=1634974017&s=pc&sr=1-2880
"2021 Lenovo IdeaPad 3 15.6"" FHD Laptop AMD Dual-Core Ryzen 3 3250U 8GB RAM DDR4 128GB M.2 NVMe SSD AMD Radeon Graphics HDMI Card reader BT Webcam Platinum Grey Windows 10 Home w/ RE 32GB USB 3.0 Drive",nan,nan,nan,https://www.amazon.com//Lenovo-IdeaPad-Dual-Core-Graphics-Platinum/dp/B09BDM7CH2/ref=sr_1_2881?dchild=1&keywords=laptop&qid=1634974021&s=pc&sr=1-2881
"ASUS 14"" HD Anti-Glare Nano-Edge Chromebook Laptop Computer, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4, 32GB eMMC, Webcam, 802.11ac, USB-C, Chrome OS, Google Classroom Ready, TWE Accessory",$249.00,3.9 out of 5 stars,10,https://www.amazon.com//ASUS-Anti-Glare-Nano-Edge-Chromebook-Classroom/dp/B09D8QFWP9/ref=sr_1_2882?dchild=1&keywords=laptop&qid=1634974021&s=pc&sr=1-2882
Dell Latitude E6420 14 LED Notebook Intel Core i5 i5-2520M 2.50 GHz 4GB DDR3 320GB HDD DVD-Writer Intel HD 3000 Graphics Bluetooth,nan,4.2 out of 5 stars,144,https://www.amazon.com//Latitude-E6420-Notebook-DVD-Writer-Bluetooth/dp/B007PN2L3Y/ref=sr_1_2883?dchild=1&keywords=laptop&qid=1634974021&s=pc&sr=1-2883
"Dell Latitude 7490 14"" Laptop, Intel Core i7 8650U 1.9Ghz, 32GB DDR4, 1TB M.2 SSD, FHD 1080p, Thunderbolt 3, HDMI, Webcam, Windows 10 Home (Renewed)",$829.99,nan,nan,https://www.amazon.com//Dell-Latitude-7490-Thunderbolt-Windows/dp/B095TYD3Y2/ref=sr_1_2884?dchild=1&keywords=laptop&qid=1634974021&s=pc&sr=1-2884
